cat-title,cat-title href,image-link href,image src,post-title,meta-item 2,meta-item href,meta-item 3,meta-item href 2,excerpt
Election Commission of India (ECI),https://factly.in/category/election-commission-of-india-eci/,https://factly.in/data-the-decline-of-nota-vote-share-continues-even-in-2023/,https://factly.in/wp-content/uploads//2021/05/NOTA%E2%80%99s-vote-share-702x336.jpg,Data: The Decline of NOTA Vote Share Continues Even in 2023,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"May 25, 2023",https://factly.in/data-the-decline-of-nota-vote-share-continues-even-in-2023/#respond,It has been 10 years since the introduction of NOTA on the EVM for Assembly…
Court,https://factly.in/category/court/,https://factly.in/review-kerala-hc-rules-that-registering-authority-under-the-special-marriage-act-1954-cannot-refuse-solemnization-of-marriage-online/,https://factly.in/wp-content/uploads//2022/07/Review-of-Court-Judgments_Featured-Image-1-702x336.jpg,"Review: Kerala HC Rules That Registering Authority Under The Special Marriage Act, 1954 Cannot Refuse Solemnization of Marriage Online",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"May 24, 2023",https://factly.in/review-kerala-hc-rules-that-registering-authority-under-the-special-marriage-act-1954-cannot-refuse-solemnization-of-marriage-online/#respond,"In this edition of court judgements review, we look into the Supreme Court’s judgements on…"
Crime,https://factly.in/category/crime/,https://factly.in/data-few-states-with-low-rate-of-missing-persons-also-have-low-rate-of-tracing/,https://factly.in/wp-content/uploads//2017/05/SOP-for-cases-of-Missing-Children_factly.jpg-702x336.jpg,Data: Few States With Low Rate of Missing Persons Also Have Low Rate of Tracing,Pavithra K M,https://factly.in/author/pavithrakm/,"May 23, 2023",https://factly.in/data-few-states-with-low-rate-of-missing-persons-also-have-low-rate-of-tracing/#respond,The NCRB’s CII reports provide data on registered cases of missing persons as well as…
Government of India,https://factly.in/category/government-of-india/,https://factly.in/22-may-2023-government-data-roundup-reports-by-mospi-power-ministry-ministry-of-personnel-public-grievances-among-those-released-recently/,https://factly.in/wp-content/uploads//2023/05/Government-Data_image-702x336.jpg,"(22 May 2023) Government Data Roundup: Reports by MoSPI, Power Ministry, Ministry of Personnel, Public Grievances Among Those Released Recently",Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"May 22, 2023",https://factly.in/22-may-2023-government-data-roundup-reports-by-mospi-power-ministry-ministry-of-personnel-public-grievances-among-those-released-recently/#respond,"The 29th edition of the fortnightly government roundup covers reports released by NITI Aayog, MoSPI,…"
Government of India,https://factly.in/category/government-of-india/,https://factly.in/data-share-of-government-employees-pensioners-among-the-personal-income-taxpayers-doubles-in-last-10-years/,https://factly.in/wp-content/uploads//2023/05/income-taxpayers_Image-702x336.jpg,Data: Share of Government Employees/Pensioners Among The Personal Income Taxpayers Doubles in Last 10 Years,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"May 19, 2023",https://factly.in/data-share-of-government-employees-pensioners-among-the-personal-income-taxpayers-doubles-in-last-10-years/#respond,Data shared by the government in Parliament and data from the CBDT indicates the number…
Government of India,https://factly.in/category/government-of-india/,https://factly.in/data-around-2-3rd-of-persons-reported-as-missing-in-india-are-female-more-than-50-of-all-missing-persons-are-reported-traced/,https://factly.in/wp-content/uploads//2020/11/Missing-Children-Cases_Featured-Image-702x336.jpg,Data: Around 2/3rd of Persons Reported as Missing in India Are Female. More Than 50% of All Missing Persons Are Reported Traced,Pavithra K M,https://factly.in/author/pavithrakm/,"May 18, 2023",https://factly.in/data-around-2-3rd-of-persons-reported-as-missing-in-india-are-female-more-than-50-of-all-missing-persons-are-reported-traced/#respond,Social media is flooded with posts about missing women in the country and in various…
Court,https://factly.in/category/court/,https://factly.in/review-orissa-hc-notes-that-the-high-court-can-acquit-a-convict-even-in-absence-of-appeal-to-prevent-continuity-of-manifest-injustice/,https://factly.in/wp-content/uploads//2023/05/Orissa-high-court-featured-image-702x336.jpeg,Review: Orissa HC Notes That The High Court Can Acquit a Convict Even in Absence of Appeal to Prevent Continuity of Manifest Injustice.,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"May 17, 2023",https://factly.in/review-orissa-hc-notes-that-the-high-court-can-acquit-a-convict-even-in-absence-of-appeal-to-prevent-continuity-of-manifest-injustice/#respond,"In this week’s review of Court Judgments, we look at Delhi High Court dismissal of…"
Agriculture,https://factly.in/category/agriculture/,https://factly.in/data-share-of-crops-in-total-gross-value-output-of-agriculture-and-allied-activities-reduced-by-7-in-the-last-decade/,https://factly.in/wp-content/uploads//2020/06/Agriculture-Ordinances_Featured-Image-702x336.jpg,Data: Share of Crops in Total Gross Value Output of Agriculture and Allied Activities Reduced by 7% in The Last Decade,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"May 16, 2023",https://factly.in/data-share-of-crops-in-total-gross-value-output-of-agriculture-and-allied-activities-reduced-by-7-in-the-last-decade/#respond,"The State-wise and item-wise value of output from agriculture, forestry, and fishing covers state-wise and…"
Government of India,https://factly.in/category/government-of-india/,https://factly.in/data-while-2-5-of-urban-water-bodies-are-encroached-across-india-not-a-single-urban-water-body-encroachment-reported-from-karnataka/,https://factly.in/wp-content/uploads//2023/05/Water-Bodies-Census_Image-702x336.jpg,"Data: While 2.5% of Urban Water Bodies Are Encroached Across India, Not a Single Urban Water Body Encroachment Reported From Karnataka",Pavithra K M,https://factly.in/author/pavithrakm/,"May 15, 2023",https://factly.in/data-while-2-5-of-urban-water-bodies-are-encroached-across-india-not-a-single-urban-water-body-encroachment-reported-from-karnataka/#respond,"The first ever water bodies Census revealed that a total of more than 38,000 water…"
India,https://factly.in/category/india/,https://factly.in/review-niti-aayog-releases-a-compendium-of-75-best-practices-in-the-social-sector/,https://factly.in/wp-content/uploads//2023/05/Social-Sector_Image-702x336.jpg,Review: NITI Aayog Releases a Compendium of 75 Best Practices in The Social Sector,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"May 12, 2023",https://factly.in/review-niti-aayog-releases-a-compendium-of-75-best-practices-in-the-social-sector/#respond,‘Best Practices in Social Sector: A Compendium 2023’ was recently released by NITI Aayog in…
Court,https://factly.in/category/court/,https://factly.in/review-sc-notes-that-lengthy-elaboration-of-evidences-is-not-required-at-the-stage-of-granting-or-rejecting-bail-anticipatory-bail/,https://factly.in/wp-content/uploads//2022/06/Review-of-Court-Judgments_Image-702x336.jpg,Review: SC Notes That Lengthy Elaboration of Evidences is Not Required at The Stage of Granting or Rejecting Bail/Anticipatory Bail,Pavithra K M,https://factly.in/author/pavithrakm/,"May 10, 2023",https://factly.in/review-sc-notes-that-lengthy-elaboration-of-evidences-is-not-required-at-the-stage-of-granting-or-rejecting-bail-anticipatory-bail/#respond,"In this edition of court judgements review, we look at the Supreme Court’s judgements that…"
Government of India,https://factly.in/category/government-of-india/,https://factly.in/data-more-than-70-of-the-water-bodies-are-not-in-use-in-karnataka-delhi/,https://factly.in/wp-content/uploads//2023/05/Water-Bodies_featured-image-702x336.jpg,Data: More Than 70% of The Water Bodies Are ‘Not In Use’ in Karnataka & Delhi,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"May 9, 2023",https://factly.in/data-more-than-70-of-the-water-bodies-are-not-in-use-in-karnataka-delhi/#respond,"The first ever water bodies census has enumerated more than 24 lakh water bodies. However,…"
report,https://factly.in/category/report/,https://factly.in/review-latest-world-development-report-suggests-a-match-motive-framework-for-migration/,https://factly.in/wp-content/uploads//2022/04/Indian-Immigrants-repatriated_Featured-Image-702x336.jpg,Review: Latest World Development Report Suggests a ‘Match – Motive’ Framework for Migration,Pavithra K M,https://factly.in/author/pavithrakm/,"May 5, 2023",https://factly.in/review-latest-world-development-report-suggests-a-match-motive-framework-for-migration/#respond,The World Development Report is an annual flagship publication of the World Bank which provides…
Government of India,https://factly.in/category/government-of-india/,https://factly.in/review-seei-2021-22-notes-that-four-south-indian-states-are-the-only-ones-with-a-proactive-approach-in-scaling-up-energy-efficiency-programmes/,https://factly.in/wp-content/uploads//2023/05/Energy-Efficiency_Image-702x336.jpg,Review: SEEI (2021-22) Notes That Four South Indian States Are The Only Ones With A Proactive Approach in Scaling Up Energy Efficiency Programmes,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"May 4, 2023",https://factly.in/review-seei-2021-22-notes-that-four-south-indian-states-are-the-only-ones-with-a-proactive-approach-in-scaling-up-energy-efficiency-programmes/#respond,Data from the fourth edition of State Energy Efficiency Index (SEEI 2021-22) indicates an overall…
Court,https://factly.in/category/court/,https://factly.in/review-supreme-court-rules-that-ayurveda-and-allopathy-doctors-perform-different-duties-hence-not-entitled-to-equal-pay/,https://factly.in/wp-content/uploads//2022/06/Review-of-Court-Judgments_Image-702x336.jpg,"Review: Supreme Court Rules That Ayurveda and Allopathy Doctors Perform Different Duties, Hence Not Entitled to Equal Pay.",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"May 3, 2023",https://factly.in/review-supreme-court-rules-that-ayurveda-and-allopathy-doctors-perform-different-duties-hence-not-entitled-to-equal-pay/#respond,"In this edition of court judgements review, we look at the Supreme Court’s judgements on…"
Government of India,https://factly.in/category/government-of-india/,https://factly.in/review-andhra-pradesh-karnataka-kerala-rajasthan-and-telangana-in-the-front-runner-category-in-seei-2021-22/,https://factly.in/wp-content/uploads//2023/05/energy-efficiency-featured-image-700x336.jpeg,"Review: Andhra Pradesh, Karnataka, Kerala, Rajasthan, and Telangana in the ‘Front Runner’ Category in SEEI 2021-22",Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"May 2, 2023",https://factly.in/review-andhra-pradesh-karnataka-kerala-rajasthan-and-telangana-in-the-front-runner-category-in-seei-2021-22/#respond,The State Energy Efficiency Index (SEEI) is developed by Bureau of Energy Efficiency (BEE) under…
Census,https://factly.in/category/census/,https://factly.in/data-water-bodies-census-indicates-that-more-than-30-of-all-water-bodies-in-india-are-in-west-bengal/,https://factly.in/wp-content/uploads//2023/04/Water-Bodies_iMAGE-702x336.jpg,Data: Water Bodies Census Indicates That More Than 30% of all Water Bodies in India Are in West Bengal,Pavithra K M,https://factly.in/author/pavithrakm/,"May 1, 2023",https://factly.in/data-water-bodies-census-indicates-that-more-than-30-of-all-water-bodies-in-india-are-in-west-bengal/#respond,The Ministry of Jal Shakti recently released the report on the first-ever census of water…
Economics,https://factly.in/category/economics/,https://factly.in/explainer-what-are-the-different-inflation-related-price-indices/,https://factly.in/wp-content/uploads//2023/04/Inflation_featured-image-702x336.jpg,Explainer: What Are The Different Inflation Related Price Indices?,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"April 28, 2023",https://factly.in/explainer-what-are-the-different-inflation-related-price-indices/#respond,"If one follows news regularly, they will come across words such as inflation, consumer price…"
Education,https://factly.in/category/education/,https://factly.in/review-what-type-of-assessments-are-proposed-in-the-national-curriculum-framework-for-school-education/,https://factly.in/wp-content/uploads//2023/04/featured-image-draft-NCFSE-700x336.jpeg,Review: What Type of Assessments Are Proposed in the National Curriculum Framework For School Education?,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"April 27, 2023",https://factly.in/review-what-type-of-assessments-are-proposed-in-the-national-curriculum-framework-for-school-education/#respond,The Union Ministry of Education recently released the Draft National Curriculum Framework for School Education.…
