Title,Link,Image,Author,Date,Description,Fake News
Morphed screenshot viral to claim NYT?s propaganda for AAP,https://www.altnews.in/morphed-screenshot-viral-to-claim-nyts-propaganda-for-aap/,https://www.altnews.in/wp-content/uploads/2022/04/MORPHED-NYT-300x157.jpg,Kalim Ahmed,4th April 2022,Morphed screenshot viral to claim NYT?s propaganda for AAP,TRUE
"UP youth beaten for raising pro-Pak slogans and attacking cow? Old video, false claims",https://www.altnews.in/old-video-of-cops-beating-up-a-boy-shared-with-false-claim-that-he-raised-pakistan-zindabad-slogan/,https://www.altnews.in/wp-content/uploads/2022/03/compare-5-300x157.jpg,Kinjal,30th March 2022,"UP youth beaten for raising pro-Pak slogans and attacking cow? Old video, false claims",FALSE
Video from Gujarat falsely viral as Muslims attacked after ?The Kashmir Files? release,https://www.altnews.in/cctv-footage-of-an-attack-in-gujarat-shared-as-after-effect-of-kashmir-files-movie/,https://www.altnews.in/wp-content/uploads/2022/03/compare-1-1-1-300x157.jpg,Kinjal,29th March 2022,Video from Gujarat falsely viral as Muslims attacked after ?The Kashmir Files? release,FALSE
Old video of bull killed by JCB falsely viral as recent incident from UP,https://www.altnews.in/old-video-of-bull-killed-by-jcb-falsely-viral-as-recent-incident-from-up/,https://www.altnews.in/wp-content/uploads/2022/03/OLD-VIDEO-PUNE-farmers3-300x157.jpg,Kalim Ahmed,28th March 2022,Old video of bull killed by JCB falsely viral as recent incident from UP,TRUE
Old photo of Reuters building viral as the NYSE displaying BJP?s victory in the UP elections,https://www.altnews.in/old-photo-of-reuters-building-viral-as-the-nyse-displaying-bjps-victory-in-the-up-elections/,https://www.altnews.in/wp-content/uploads/2022/03/OLD-IMAGE-300x157.jpg,Aritraa Dey,25th March 2022,Old photo of Reuters building viral as the NYSE displaying BJP?s victory in the UP elections,FALSE
Old Bombay HC judgement viral as recent verdict on Hijab ban,https://www.altnews.in/old-bombay-hc-judgement-viral-as-recent-verdict-on-hijab-ban/,https://www.altnews.in/wp-content/uploads/2022/03/Untitled-design-1-1-300x157.jpg,Aritraa Dey,25th March 2022,Old Bombay HC judgement viral as recent verdict on Hijab ban,FALSE
"No, West Bengal government has not waived off GST for Muslim business owners",https://www.altnews.in/no-west-bengal-government-has-not-waived-off-gst-for-muslim-business-owners/,https://www.altnews.in/wp-content/uploads/2022/03/FI-MAMATA-GST-300x157.jpg,Shinjinee Majumder,22nd March 2022,"No, West Bengal government has not waived off GST for Muslim business owners",FALSE
"Video of Sikh man being beaten up is from Ludhiana, and not Pakistan",https://www.altnews.in/a-video-of-a-sikh-man-beaten-up-in-ludhiyana-shared-as-pakistan-with-communal-narrative/,https://www.altnews.in/wp-content/uploads/2022/03/compare-2-1-300x157.jpg,Kinjal,22nd March 2022,"Video of Sikh man being beaten up is from Ludhiana, and not Pakistan",FALSE
Viral video claiming Yogi Adityanath broke into tears during a screening of The Kashmir Files is from 2017,https://www.altnews.in/viral-video-claiming-yogi-adityanath-broke-into-tears-during-a-screening-of-the-kashmir-files-is-from-2017/,https://www.altnews.in/wp-content/uploads/2022/03/Old-Video-300x157.jpg,,16th March 2022,Viral video claiming Yogi Adityanath broke into tears during a screening of The Kashmir Files is from 2017,FALSE
Old video of drunk cop shared to target AAP after Punjab win,https://www.altnews.in/old-video-of-drunk-cop-shared-to-target-aap-after-punjab-win/,https://www.altnews.in/wp-content/uploads/2022/03/MISLEADING-300x157.jpg,Nilofar Absar,15th March 2022,Old video of drunk cop shared to target AAP after Punjab win,FALSE
Fake tweets ascribed to journalists after BJP?s win in UP,https://www.altnews.in/fake-tweets-ascribed-to-journalists-after-bjps-win-in-up/,https://www.altnews.in/wp-content/uploads/2022/03/Untitled-design8-300x157.jpg,Archit,11th March 2022,Fake tweets ascribed to journalists after BJP?s win in UP,FALSE
"No, man in this video is not Ukrainian President Volodymyr Zelenskyy",https://www.altnews.in/no-man-in-this-video-is-not-ukrainian-president-volodymyr-zelenskyy/,https://www.altnews.in/wp-content/uploads/2022/03/MISLEADING-Zelenskyy-performance-300x157.jpg,Kalim Ahmed,9th March 2022,"No, man in this video is not Ukrainian President Volodymyr Zelenskyy",TRUE
"BJP accused of bribing voters in 2019, video falsely linked to recent UP polls",https://www.altnews.in/2019-video-from-loksabha-election-shared-as-fraud-in-up-by-bjp-members/,https://www.altnews.in/wp-content/uploads/2022/03/compare--300x157.jpg,Kinjal,8th March 2022,"BJP accused of bribing voters in 2019, video falsely linked to recent UP polls",FALSE
Old image of female Ukrainian soldier shared as wife of ?Ukrainian VP?,https://www.altnews.in/old-image-of-female-ukrainian-soldier-shared-as-wife-of-ukrainian-vp/,https://www.altnews.in/wp-content/uploads/2022/03/FI-1-300x157.jpg,Archit,3rd March 2022,Old image of female Ukrainian soldier shared as wife of ?Ukrainian VP?,FALSE
This video of girl confronting soldier is 10 years old and from Palestine,https://www.altnews.in/2012-video-from-palestinian-girl-tried-to-slap-soldier-shared-as-ukrain-russia-conflict/,https://www.altnews.in/wp-content/uploads/2022/03/child-tri-to-punch-a-soldier-1-300x157.jpg,Priyanka Jha,1st March 2022,This video of girl confronting soldier is 10 years old and from Palestine,FALSE
Video from 2014 shared as slain soldiers in the Russia-Ukraine conflict,https://www.altnews.in/video-from-2014-shared-as-slain-soldiers-in-the-russia-ukraine-conflict/,https://www.altnews.in/wp-content/uploads/2022/02/Untitled-design6-300x157.jpg,Shinjinee Majumder,26th February 2022,Video from 2014 shared as slain soldiers in the Russia-Ukraine conflict,TRUE
Old photos of mock drill in Kerala school falsely shared as communal violence in UP,https://www.altnews.in/an-old-audio-clip-and-a-photo-of-mockdrill-shared-with-false-narrative/,https://www.altnews.in/wp-content/uploads/2022/02/MOCK-DRILL-300x157.jpg,Priyanka Jha,25th February 2022,Old photos of mock drill in Kerala school falsely shared as communal violence in UP,FALSE
Tata Steel refutes viral audio claiming Jamshed Irani slammed Shiv Sena?s Sanjay Raut,https://www.altnews.in/tata-steel-refutes-viral-audio-claiming-jamshed-irani-slammed-shiv-senas-sanjay-raut/,https://www.altnews.in/wp-content/uploads/2022/02/FI-2-4-300x157.jpg,Archit,22nd February 2022,Tata Steel refutes viral audio claiming Jamshed Irani slammed Shiv Sena?s Sanjay Raut,FALSE
Clipped video of Rahul Gandhi?s speech in Manipur shared to mock him,https://www.altnews.in/clipped-video-of-rahul-gandhis-speech-in-manipur-shared-to-mock-him/,https://www.altnews.in/wp-content/uploads/2022/02/Rahul-Gandhis-Live-Feed-300x157.jpg,Kalim Ahmed,21st February 2022,Clipped video of Rahul Gandhi?s speech in Manipur shared to mock him,FALSE
Video of Kabul activists reeacting Farkhunda Malikzada?s killing shared with misleading claim,https://www.altnews.in/old-staged-video-of-farkhunda-killings-in-afganistan-shared-as-real/,https://www.altnews.in/wp-content/uploads/2022/02/index-8-1-300x157.jpg,Kinjal,16th February 2022,Video of Kabul activists reeacting Farkhunda Malikzada?s killing shared with misleading claim,TRUE
Videos from UP and Paraguay linked to minor?s death in Jharkhand?s Hazaribag,https://www.altnews.in/videos-from-up-and-paraguay-linked-to-minors-death-in-jharkhands-hazaribag/,https://www.altnews.in/wp-content/uploads/2022/02/FI-7-300x157.jpg,Archit,11th February 2022,Videos from UP and Paraguay linked to minor?s death in Jharkhand?s Hazaribag,FALSE
Did a boy from Bihar ?hack? Google and receive job offer from the company?,https://www.altnews.in/did-rituraj-chaudhary-from-bihar-hack-the-google-and-get-job-of-rs-3-66-cr/,https://www.altnews.in/wp-content/uploads/2022/02/rituraj-1-300x157.jpg,Abhishek Kumar,9th February 2022,Did a boy from Bihar ?hack? Google and receive job offer from the company?,FALSE
Old video from Punjab falsely shared as woman buring burqa accidentally sets herself ablaze,https://www.altnews.in/old-video-from-punjab-falsely-shared-as-woman-buring-burqa-accidentally-sets-herself-ablaze/,https://www.altnews.in/wp-content/uploads/2022/02/image-300x156.jpg,Kalim Ahmed,8th February 2022,Old video from Punjab falsely shared as woman buring burqa accidentally sets herself ablaze,FALSE
No arrests made after 2018 Varanasi flyover collapse? False claim viral,https://www.altnews.in/contractor-of-2018-varanasi-flyover-collapse-yet-to-be-arrested-under-yogi-govt-false-claim/,https://www.altnews.in/wp-content/uploads/2022/02/FI-4-300x157.jpg,Archit,5th February 2022,No arrests made after 2018 Varanasi flyover collapse? False claim viral,TRUE
No arrests made after 2018 Varanasi flyover collapse? False claim viral,https://www.altnews.in/contractor-of-2018-varanasi-flyover-collapse-yet-to-be-arrested-under-yogi-govt-false-claim/,https://www.altnews.in/wp-content/uploads/2022/02/FI-4-300x157.jpg,Archit,5th February 2022,No arrests made after 2018 Varanasi flyover collapse? False claim viral,TRUE
Image morphed to show Asaduddin Owaisi with Mohan Bhagwat ahead of UP polls,https://www.altnews.in/up-election-rss-mohan-bhagwat-sitting-with-asaduddin-owaisi-morph-image/,https://www.altnews.in/wp-content/uploads/2022/01/morphed1-300x157.jpg,,20th January 2022,Image morphed to show Asaduddin Owaisi with Mohan Bhagwat ahead of UP polls,FALSE
Old video of pro-Khalistan bike rally falsely linked to PM?s Punjab visit,https://www.altnews.in/old-video-of-pro-khalistan-bike-rally-falsely-linked-to-pms-punjab-visit/,https://www.altnews.in/wp-content/uploads/2022/01/Untitled-design1-300x157.jpg,Pooja Chaudhuri,6th January 2022,Old video of pro-Khalistan bike rally falsely linked to PM?s Punjab visit,FALSE
"Central govt employees DA has not been suspended, fake memorandum viral",https://www.altnews.in/central-govt-employees-da-has-not-been-suspended-fake-memorandum-viral/,https://www.altnews.in/wp-content/uploads/2022/01/FAKE-notice-300x157.jpg,Kalim Ahmed,4th January 2022,"Central govt employees DA has not been suspended, fake memorandum viral",FALSE
Fact-check: Did the richest man in America ?John Ford? convert to Islam?,https://www.altnews.in/fact-check-did-the-richest-man-in-america-john-ford-convert-to-islam/,https://www.altnews.in/wp-content/uploads/2021/12/FI-1-9-300x157.jpg,Archit,30th December 2021,Fact-check: Did the richest man in America ?John Ford? convert to Islam?,FALSE
Fact-check: Did the richest man in America ?John Ford? convert to Islam?,https://www.altnews.in/fact-check-did-the-richest-man-in-america-john-ford-convert-to-islam/,https://www.altnews.in/wp-content/uploads/2021/12/FI-1-9-300x157.jpg,Archit,30th December 2021,Fact-check: Did the richest man in America ?John Ford? convert to Islam?,FALSE
Mulayam Singh Yadav did not say BJP will win UP polls; statement from 2015 Bihar polls,https://www.altnews.in/mulayam-singh-yadav-did-not-say-bjp-will-win-up-polls-statement-from-2015-bihar-polls/,https://www.altnews.in/wp-content/uploads/2021/12/Untitled-design3-300x157.jpg,Pooja Chaudhuri,28th December 2021,Mulayam Singh Yadav did not say BJP will win UP polls; statement from 2015 Bihar polls,FALSE
Staged video of ?army men? helping pregnant woman carry luggage believed to be true,https://www.altnews.in/staged-video-of-army-men-helping-pregnant-woman-carry-luggage-believed-to-be-true/,https://www.altnews.in/wp-content/uploads/2021/12/FI-4-2-300x157.jpg,Archit,21st December 2021,Staged video of ?army men? helping pregnant woman carry luggage believed to be true,FALSE
"Video of young women drinking in public is scripted, misused to target Delhi CM",https://www.altnews.in/scripted-video-shared-to-target-arvind-kejriwal-delhi-girls-drinking-alcohol/,https://www.altnews.in/wp-content/uploads/2021/12/compare-4-300x157.jpg,Kinjal,15th December 2021,"Video of young women drinking in public is scripted, misused to target Delhi CM",FALSE
This ?good Samaritan? video is a scripted drama,https://www.altnews.in/video-made-for-entertainment-and-educational-purpose-shared-as-real-incident/,https://www.altnews.in/wp-content/uploads/2021/12/awareness-video-2-300x157.jpeg,Priyanka Jha,9th December 2021,This ?good Samaritan? video is a scripted drama,TRUE
Old video merged with Rakesh Tikait?s recent altercation with Republic TV reporter,https://www.altnews.in/two-different-videos-merged-to-share-misleading-claim-against-republic-bharat/,https://www.altnews.in/wp-content/uploads/2021/12/FI6-300x157.jpg,Archit,4th December 2021,Old video merged with Rakesh Tikait?s recent altercation with Republic TV reporter,TRUE
Old image of Lalu Yadav hospitalised falsely linked to his absence in fodder scam hearing,https://www.altnews.in/old-image-of-lalu-yadav-hospitalised-falsely-linked-to-his-absence-in-fodder-scam-hearing/,https://www.altnews.in/wp-content/uploads/2021/12/FI-1-300x157.jpg,Archit,3rd December 2021,Old image of Lalu Yadav hospitalised falsely linked to his absence in fodder scam hearing,TRUE
Old video of farmers dumping tomatoes during lockdown viral with pro-farm law claim,https://www.altnews.in/old-video-of-farmers-dumping-tomatoes-during-lockdown-viral-with-pro-farm-law-claim/,https://www.altnews.in/wp-content/uploads/2021/12/FI-300x157.jpg,Archit,2nd December 2021,Old video of farmers dumping tomatoes during lockdown viral with pro-farm law claim,FALSE
Fact-check: Does this photo show UPTET aspirants sleeping on roadside at night?,https://www.altnews.in/fact-check-does-this-photo-show-uptet-aspirants-sleeping-on-roadside-at-night/,https://www.altnews.in/wp-content/uploads/2021/11/Untitled-design-2021-11-29T191508.350-300x157.jpg,Pooja Chaudhuri,30th November 2021,Fact-check: Does this photo show UPTET aspirants sleeping on roadside at night?,TRUE
VFX video showing a bird spitting fire believed to be true,https://www.altnews.in/viral-clip-false-claim-america-forest-fire-bird-islam-1400-years-ago/,https://www.altnews.in/wp-content/uploads/2021/11/compare-4-300x157.jpeg,Kinjal,25th November 2021,VFX video showing a bird spitting fire believed to be true,FALSE
Video of petrol pump blast in Pakistan shared as Tripura violence,https://www.altnews.in/video-shown-scenes-after-a-blast-at-petrol-pump-in-pakistan-shared-with-false-tripura-violence-spin/,https://www.altnews.in/wp-content/uploads/2021/11/FI-3-3-300x157.jpg,Archit,23rd November 2021,Video of petrol pump blast in Pakistan shared as Tripura violence,FALSE
Video of petrol pump blast in Pakistan shared as Tripura violence,https://www.altnews.in/video-shown-scenes-after-a-blast-at-petrol-pump-in-pakistan-shared-with-false-tripura-violence-spin/,https://www.altnews.in/wp-content/uploads/2021/11/FI-3-3-300x157.jpg,Archit,23rd November 2021,Video of petrol pump blast in Pakistan shared as Tripura violence,FALSE
"No, Mamata Banerjee did not make WB police clean mosque before namaz",https://www.altnews.in/old-image-of-hyderabad-police-shared-with-false-claim-that-mamata-banarjee-making-clean-mosque-by-bengal-police/,https://www.altnews.in/wp-content/uploads/2021/11/compare-1-1-300x157.jpeg,Kinjal,23rd November 2021,"No, Mamata Banerjee did not make WB police clean mosque before namaz",TRUE
Fear-mongering song targeting UP elections falsely claimed to be composed by Muslim community,https://www.altnews.in/fear-mongering-song-targeting-up-elections-falsely-claimed-to-be-composed-by-muslim-community/,https://www.altnews.in/wp-content/uploads/2021/11/FI-4-1-1-300x157.jpg,Archit,19th November 2021,Fear-mongering song targeting UP elections falsely claimed to be composed by Muslim community,FALSE
